"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
577772;2024-01-29;"segunda-feira";"09:45:00";"RN";101;85;"NATAL";"Ultrapassagem Indevida";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";4;0;0;2;2;0;2;3;-5,777664;-35,24937;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
577774;2024-01-29;"segunda-feira";"07:45:00";"RS";158;137,7;"CONDOR";"Reação tardia ou ineficiente do condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";4;0;0;1;3;0;1;2;-28,18011748;-53,47455204;"SPRF-RS";"DEL08-RS";"UOP01-DEL08-RS"
577775;2024-01-29;"segunda-feira";"08:20:00";"GO";60;358;"RIO VERDE";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Não";1;0;0;1;0;0;1;1;-17,61974831;-50,75768352;"SPRF-GO";"DEL04-GO";"UOP02-DEL04-GO"
577777;2024-01-29;"segunda-feira";"09:40:00";"CE";116;6,9;"FORTALEZA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Múltipla";"Curva";"Sim";2;0;1;0;1;0;1;2;-3,80886693;-38,50127285;"SPRF-CE";"DEL01-CE";"UOP02-DEL01-CE"
577779;2024-01-29;"segunda-feira";"08:05:00";"PI";343;308;"ALTOS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Sim";3;0;0;1;2;0;1;2;-5,03942244;-42,46206164;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
577781;2024-01-29;"segunda-feira";"09:58:00";"MS";163;632;"SAO GABRIEL DO OESTE";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-19,27210877;-54,65489664;"SPRF-MS";"DEL06-MS";"UOP02-DEL06-MS"
577783;2024-01-29;"segunda-feira";"09:25:00";"RJ";101;306;"SAO GONCALO";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;2;-22,79018821;-43,01074505;"SPRF-RJ";"DEL02-RJ";"UOP02-DEL02-RJ"
577784;2024-01-29;"segunda-feira";"10:50:00";"SC";101;124;"ITAJAI";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-26,94335064;-48,69198648;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
577785;2024-01-29;"segunda-feira";"10:50:00";"BA";324;541;"AMELIA RODRIGUES";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Não Informado";"Não";4;0;0;0;4;0;0;4;-12,39033367;-38,78485688;"SPRF-BA";"DEL01-BA";"UOP03-DEL01-BA"
577786;2024-01-10;"quarta-feira";"18:11:00";"SP";381;60;"MAIRIPORA";"Ausência de reação do condutor";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-23,28957673;-46,58729853;"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
577788;2024-01-29;"segunda-feira";"08:40:00";"PR";116;34,9;"CAMPINA GRANDE DO SUL";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";4;2;1;1;0;0;2;1;-25,1226224;-48,8560473;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
577791;2024-01-29;"segunda-feira";"12:05:00";"PB";101;85,9;"BAYEUX";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;2;-7,14538184;-34,91662887;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
577792;2024-01-29;"segunda-feira";"10:20:00";"RO";364;308;"PRESIDENTE MEDICI";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-11,172427;-61,901573;"SPRF-RO";"DEL02-RO";"UOP01-DEL02-RO"
577795;2024-01-29;"segunda-feira";"11:45:00";"PE";104;85,7;"AGRESTINA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Sim";2;0;0;0;2;0;0;2;-8,438719;-35,955177;"SPRF-PE";"DEL02-PE";"UOP01-DEL02-PE"
577797;2024-01-29;"segunda-feira";"11:20:00";"SC";101;357;"SANGAO";"Condutor deixou de manter distância do veículo da frente";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Sim";7;0;2;0;5;0;2;6;-28,635168;-49,09467;"SPRF-SC";"DEL02-SC";"UOP01-DEL02-SC"
577798;2024-01-29;"segunda-feira";"13:00:00";"MG";381;478;"CONTAGEM";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Não Informado";"Sim";2;0;1;0;1;0;1;2;-19,95826094;-44,05921101;"SPRF-MG";"DEL01-MG";"UOP03-DEL01-MG"
577799;2024-01-29;"segunda-feira";"13:00:00";"SP";101;47;"UBATUBA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;0;2;0;0;2;-23,43434201;-45,08616328;"SPRF-SP";"DEL06-SP";"UOP01-DEL06-SP"
577802;2024-01-29;"segunda-feira";"12:30:00";"RS";470;162;"NOVA PRATA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;0;1;0;1;2;-28,82207304;-51,58755803;"SPRF-RS";"DEL06-RS";"UOP02-DEL06-RS"
577803;2024-01-29;"segunda-feira";"14:05:00";"SE";235;2,5;"ARACAJU";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;-10,9062;-37,1034;"SPRF-SE";"DEL01-SE";"UOP01-DEL01-SE"
577804;2024-01-29;"segunda-feira";"12:50:00";"MG";116;592;"MANHUACU";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-20,27018211;-42,14428578;"SPRF-MG";"DEL06-MG";"UOP03-DEL06-MG"
577805;2024-01-29;"segunda-feira";"10:50:00";"SC";101;135,5;"BALNEARIO CAMBORIU";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";4;0;2;0;2;0;2;3;-27,0050108;-48,62677494;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
577808;2024-01-29;"segunda-feira";"07:00:00";"RS";386;55,2;"SEBERI";"Velocidade Incompatível";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Curva";"Não";1;0;1;0;0;0;1;1;-27,535421;-53,36916;"SPRF-RS";"DEL08-RS";"UOP02-DEL08-RS"
577809;2024-01-29;"segunda-feira";"10:30:00";"SC";101;124;"ITAJAI";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;2;0;1;0;2;2;-26,94335064;-48,69198648;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
577810;2024-01-22;"segunda-feira";"07:41:00";"PE";407;130;"PETROLINA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Interseção de vias";"Sim";3;0;1;0;1;1;1;2;-9,40536698;-40,50435309;"SPRF-PE";"DEL06-PE";"UOP01-DEL06-PE"
577812;2024-01-29;"segunda-feira";"14:45:00";"SP";116;222,8;"GUARULHOS";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";4;0;2;0;2;0;2;2;-23,47093408;-46,51631097;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
577813;2024-01-29;"segunda-feira";"10:40:00";"RS";392;103,1;"MORRO REDONDO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Não Informado";"Não";2;0;1;0;1;0;1;2;-31,5163521;-52,5982911;"SPRF-RS";"DEL07-RS";"UOP01-DEL07-RS"
577815;2024-01-29;"segunda-feira";"13:35:00";"BA";116;394;"SANTA BARBARA";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;2;-11,97439801;-38,97240143;"SPRF-BA";"DEL02-BA";"UOP01-DEL02-BA"
577818;2024-01-29;"segunda-feira";"15:00:00";"PE";101;51;"ABREU E LIMA";"Retorno proibido";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-7,9169968;-34,89689272;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
577820;2024-01-23;"terça-feira";"07:50:00";"PR";116;113;"CURITIBA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Chuva";"Dupla";"Reta";"Sim";4;0;1;0;2;1;1;3;-25,56513636;-49,24675108;"SPRF-PR";"DEL01-PR";"UOP07-DEL01-PR"
577825;2024-01-29;"segunda-feira";"15:00:00";"SC";282;4,5;"FLORIANOPOLIS";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Múltipla";"Não Informado";"Não";2;0;1;0;0;1;1;2;-27,592646;-48,604034;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
577827;2024-01-29;"segunda-feira";"14:50:00";"SC";280;137,9;"RIO NEGRINHO";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";6;0;2;0;4;0;2;2;-26,26817911;-49,59044504;"SPRF-SC";"DEL06-SC";"UOP03-DEL06-SC"
577828;2024-01-29;"segunda-feira";"15:00:00";"DF";70;14;"BRASILIA";"Pista Escorregadia";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-15,797312;-48,176056;"SPRF-DF";"DEL03-DF";"UOP02-DEL03-DF"
577830;2024-01-29;"segunda-feira";"15:15:00";"SC";101;209,2;"SAO JOSE";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Múltipla";"Reta";"Sim";1;0;1;0;0;0;1;1;-27,61000542;-48,63895057;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
577832;2024-01-29;"segunda-feira";"16:05:00";"SC";101;210,8;"SAO JOSE";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Múltipla";"Reta";"Sim";3;0;1;0;1;1;1;3;-27,6167305;-48,6457265;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
577833;2024-01-29;"segunda-feira";"12:00:00";"RJ";101;435;"MANGARATIBA";"Curva acentuada";"Colisão frontal";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";3;1;2;0;0;0;2;2;-22,93945885;-44,0529249;"SPRF-RJ";"DEL03-RJ";"UOP02-DEL03-RJ"
577834;2024-01-29;"segunda-feira";"16:20:00";"RS";287;250;"SANTA MARIA";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";4;1;2;0;1;0;2;3;-29,69077137;-53,87064812;"SPRF-RS";"DEL09-RS";"UOP01-DEL09-RS"
577836;2024-01-23;"terça-feira";"23:03:00";"RS";NA;NA;"CAXIAS DO SUL";"Transitar na calçada";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Não Informado";"Céu Claro";"Simples";"Reta";"Sim";3;0;0;0;3;0;0;1;-29,18133896;-51,1885125;"SPRF-RS";"DEL05-RS";"UOP01-DEL05-RS"
577837;2024-01-29;"segunda-feira";"15:15:00";"PR";277;66;"SAO JOSE DOS PINHAIS";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;2;0;0;0;2;2;-25,52654;-49,09445;"SPRF-PR";"DEL01-PR";"UOP01-DEL01-PR"
577840;2024-01-19;"sexta-feira";"06:45:00";"ES";101;293;"CARIACICA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Ignorado";"Dupla";"Reta";"Sim";2;0;0;1;0;1;1;2;-20,32088457;-40,39595604;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
577841;2024-01-29;"segunda-feira";"08:00:00";"MG";50;18;"UBERLANDIA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-18,92090188;-48,18191528;"SPRF-MG";"DEL15-MG";"UOP01-DEL15-MG"
577843;2024-01-29;"segunda-feira";"16:20:00";"RS";293;35,3;"CAPAO DO LEAO";"Demais falhas mecânicas ou elétricas";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;1;0;0;1;1;2;-31,73851383;-52,67295601;"SPRF-RS";"DEL07-RS";"UOP01-DEL07-RS"
577846;2024-01-29;"segunda-feira";"16:18:00";"GO";414;400;"CORUMBA DE GOIAS";"Ingestão de álcool pelo condutor";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";7;0;3;2;2;0;5;2;-15,97556585;-48,82566142;"SPRF-GO";"DEL02-GO";"UOP01-DEL02-GO"
577848;2024-01-29;"segunda-feira";"15:00:00";"PR";116;1;"CAMPINA GRANDE DO SUL";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Chuva";"Dupla";"Não Informado";"Não";1;0;1;0;0;0;1;1;-25,06292452;-48,56957495;"SPRF-PR";"DEL01-PR";"UOP02-DEL01-PR"
577851;2024-01-29;"segunda-feira";"11:10:00";"SC";280;27;"ARAQUARI";"Conversão proibida";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-26,40450077;-48,74561031;"SPRF-SC";"DEL03-SC";"UOP03-DEL03-SC"
577855;2024-01-29;"segunda-feira";"16:40:00";"MG";381;876;"ESTIVA";"Reação tardia ou ineficiente do condutor";"Capotamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Curva";"Não";2;0;1;0;1;0;1;1;-22,40341089;-45,96233368;"SPRF-MG";"DEL16-MG";"UOP01-DEL16-MG"
577856;2024-01-29;"segunda-feira";"17:00:00";"MG";116;772,4;"LEOPOLDINA";"Acesso irregular";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Interseção de vias";"Não";3;0;0;1;2;0;1;2;-21,56393225;-42,67830927;"SPRF-MG";"DEL07-MG";"UOP01-DEL07-MG"
577858;2024-01-29;"segunda-feira";"15:35:00";"RJ";101;167;"MACAE";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Reta";"Não";4;0;4;0;0;0;4;1;-22,335076;-41,915586;"SPRF-RJ";"DEL08-RJ";"UOP04-DEL08-RJ"
577860;2024-01-29;"segunda-feira";"16:45:00";"MG";40;614,3;"CONGONHAS";"Avarias e/ou desgaste excessivo no pneu";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Não Informado";"Não";1;0;0;1;0;0;1;1;-20,53602;-43,82081;"SPRF-MG";"DEL05-MG";"UOP02-DEL05-MG"
577862;2024-01-27;"sábado";"00:30:00";"PA";230;98;"SAO JOAO DO ARAGUAIA";"Acesso irregular";"Colisão lateral sentido oposto";"Sem Vítimas";"Plena Noite";"Decrescente";"Chuva";"Simples";"Reta";"Não";4;0;0;0;4;0;0;2;-5,41919096;-48,93656196;"SPRF-PA";"DEL03-PA";"UOP01-DEL03-PA"
577866;2024-01-29;"segunda-feira";"18:30:00";"GO";60;169;"GOIANIA";"Demais falhas mecânicas ou elétricas";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Desvio Temporário";"Não";2;0;2;0;0;0;2;1;-16,7269;-49,3822;"SPRF-GO";"DEL01-GO";"UOP02-DEL01-GO"
577868;2024-01-29;"segunda-feira";"18:20:00";"PB";230;159,9;"CAMPINA GRANDE";"Transitar no Acostamento";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Não Informado";"Não";2;0;2;0;0;0;2;2;-7,2436;-35,9375;"SPRF-PB";"DEL02-PB";"UOP01-DEL02-PB"
577869;2024-01-29;"segunda-feira";"18:05:00";"RS";470;225;"GARIBALDI";"Ultrapassagem Indevida";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;0;1;1;0;2;-29,21454003;-51,51762617;"SPRF-RS";"DEL06-RS";"UOP01-DEL06-RS"
577870;2024-01-29;"segunda-feira";"18:00:00";"GO";40;5;"VALPARAISO DE GOIAS";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Dupla";"Retorno Regulamentado";"Sim";2;0;1;0;1;0;1;2;-16,093134;-47,982236;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
577871;2024-01-29;"segunda-feira";"18:20:00";"PE";101;50;"ABREU E LIMA";"Pedestre cruzava a pista fora da faixa";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Não Informado";"Sim";2;0;0;1;1;0;1;2;-7,90938602;-34,90123228;"SPRF-PE";"DEL01-PE";"UOP02-DEL01-PE"
577876;2024-01-29;"segunda-feira";"14:45:00";"SP";116;433;"REGISTRO";"Demais Fenômenos da natureza";"Queda de ocupante de veículo";"Com Vítimas Fatais";"Pleno dia";"Crescente";"Chuva";"Dupla";"Reta";"Não";1;1;0;0;0;0;0;1;-24,42030004;-47,77032299;"SPRF-SP";"DEL05-SP";"UOP01-DEL05-SP"
577877;2024-01-25;"quinta-feira";"09:10:00";"RS";287;330,1;"SAO VICENTE DO SUL";"Desrespeitar a preferência no cruzamento";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Simples";"Não Informado";"Sim";5;0;0;1;4;0;1;2;-29,68467867;-54,66539383;"SPRF-RS";"DEL12-RS";"UOP02-DEL12-RS"
577878;2024-01-29;"segunda-feira";"18:25:00";"SC";101;105,3;"PENHA";"Velocidade Incompatível";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-26,80215497;-48,67891041;"SPRF-SC";"DEL03-SC";"UOP02-DEL03-SC"
577879;2024-01-29;"segunda-feira";"18:53:00";"PI";343;1,6;"TERESINA";"Frear bruscamente";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Ignorado";"Dupla";"Reta";"Não";3;0;1;0;2;0;1;2;-5,089569;-42,802288;"SPRF-PI";"DEL01-PI";"UOP01-DEL01-PI"
577880;2024-01-29;"segunda-feira";"19:20:00";"GO";40;12;"LUZIANIA";"Pedestre cruzava a pista fora da faixa";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-16,145123;-47,945382;"SPRF-DF";"DEL01-DF";"UOP01-DEL01-DF"
577881;2024-01-29;"segunda-feira";"19:20:00";"TO";153;330;"GUARAI";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";15;0;1;0;14;0;1;2;-8,799443;-48,512283;"SPRF-TO";"DEL02-TO";"UOP02-DEL02-TO"
577882;2024-01-29;"segunda-feira";"19:30:00";"RN";110;47,9;"MOSSORO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";2;0;1;0;1;0;1;2;-5,20698914;-37,33042717;"SPRF-RN";"DEL04-RN";"UOP01-DEL04-RN"
577885;2024-01-29;"segunda-feira";"18:55:00";"PE";232;409;"SERRA TALHADA";"Transitar na contramão";"Colisão lateral sentido oposto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";3;0;2;1;0;0;3;2;-7,981935;-38,294251;"SPRF-PE";"DEL04-PE";"UOP01-DEL04-PE"
577886;2024-01-24;"quarta-feira";"17:30:00";"SC";101;124;"ITAJAI";"Ultrapassagem Indevida";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Rotatória";"Sim";2;0;0;1;1;0;1;2;-26,94335064;-48,69198648;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
577887;2024-01-29;"segunda-feira";"19:01:00";"CE";116;4;"FORTALEZA";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;0;1;1;0;1;2;-3,7867209;-38,5114568;"SPRF-CE";"DEL01-CE";"UOP02-DEL01-CE"
577888;2024-01-29;"segunda-feira";"19:45:00";"PB";230;11;"CABEDELO";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Retorno Regulamentado";"Sim";3;0;0;1;1;1;1;2;-7,06474623;-34,85019922;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
577889;2024-01-29;"segunda-feira";"20:47:00";"RN";101;72,3;"EXTREMOZ";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Não Informado";"Não";2;0;0;1;1;0;1;2;-5,69866248;-35,26316835;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
577890;2024-01-29;"segunda-feira";"15:30:00";"SC";470;67,1;"INDAIAL";"Ausência de reação do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Não Informado";"Sim";2;0;2;0;0;0;2;1;-26,872158;-49,23127;"SPRF-SC";"DEL04-SC";"UOP01-DEL04-SC"
577891;2024-01-29;"segunda-feira";"19:10:00";"RJ";101;503;"ANGRA DOS REIS";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Simples";"Reta";"Sim";2;0;0;1;1;0;1;2;-22,92894705;-44,37879998;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
577897;2024-01-29;"segunda-feira";"17:05:00";"SC";101;461;"PASSO DE TORRES";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-29,2662127;-49,7554493;"SPRF-RS";"DEL03-RS";"UOP02-DEL03-RS"
577898;2024-01-29;"segunda-feira";"17:40:00";"SP";116;187;"SANTA ISABEL";"Mal súbito do condutor";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Não Informado";"Não";1;0;1;0;0;0;1;1;-23,35713072;-46,20737811;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
577899;2024-01-12;"sexta-feira";"14:00:00";"MT";70;635;"POCONE";"Pista esburacada";"Colisão com objeto";"Sem Vítimas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;0;0;2;0;0;1;-15,93354302;-56,994916;"SPRF-MT";"DEL03-MT";"UOP02-DEL03-MT"
577900;2024-01-29;"segunda-feira";"20:50:00";"PA";316;46;"SANTA IZABEL DO PARA";"Ausência de reação do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Curva";"Não";1;0;1;0;0;0;1;1;-1,28003179;-48,06971495;"SPRF-PA";"DEL01-PA";"UOP01-DEL01-PA"
577901;2024-01-29;"segunda-feira";"21:20:00";"GO";60;32;"ALEXANIA";"Entrada inopinada do pedestre";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Nublado";"Dupla";"Reta";"Sim";3;0;1;1;1;0;2;2;-16,0963;-48,5202;"SPRF-DF";"DEL03-DF";"UOP01-DEL03-DF"
577902;2024-01-29;"segunda-feira";"17:50:00";"ES";447;14,2;"VILA VELHA";"Chuva";"Colisão frontal";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Chuva";"Dupla";"Curva";"Não";2;0;0;1;1;0;1;2;-20,35784325;-40,3328294;"SPRF-ES";"DEL01-ES";"UOP01-DEL01-ES"
577903;2024-01-29;"segunda-feira";"19:25:00";"PI";230;309;"FLORIANO";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Não Informado";"Sim";3;0;1;1;1;0;2;2;-6,77433132;-43,00632318;"SPRF-PI";"DEL03-PI";"UOP01-DEL03-PI"
